Date,Price
3/28/2022,205.8
3/29/2022,210.1
3/30/2022,208.5
3/31/2022,206.2
4/1/2022,209.3
4/4/2022,210.9
4/5/2022,210.3
4/6/2022,208.1
4/7/2022,209.3
4/8/2022,210
4/11/2022,207.3
4/12/2022,206.4
4/13/2022,208.2
4/14/2022,208.3
4/19/2022,208.2
4/20/2022,209.2
4/21/2022,205.3
4/22/2022,198
4/25/2022,190.7
4/26/2022,187.9
4/27/2022,188.9
4/28/2022,188.2
4/29/2022,191.1
5/2/2022,186.1
5/3/2022,182.9
5/4/2022,178.1
5/5/2022,176.5
5/6/2022,172.8
5/9/2022,168.5
5/10/2022,169.6
5/11/2022,173.1
5/12/2022,171.7
5/13/2022,175.9
5/16/2022,175
5/17/2022,177.8
5/18/2022,174.6
5/19/2022,173.1
5/20/2022,174.9
5/23/2022,176.9
5/24/2022,176.4
5/25/2022,174.4
5/27/2022,182.7
5/30/2022,186.3
5/31/2022,183
6/1/2022,181
6/2/2022,184
6/3/2022,183.4
6/7/2022,186.2
6/8/2022,185
6/9/2022,179.8
6/10/2022,176.2
6/13/2022,174.2
6/14/2022,170.9
6/15/2022,175.5
6/16/2022,168.4
6/17/2022,167.2
6/20/2022,167
6/21/2022,167.1
6/22/2022,167.2
6/23/2022,165.6
6/27/2022,172.4
6/28/2022,170.5
6/29/2022,169.5
6/30/2022,168.2
7/1/2022,169.8
7/4/2022,171.5
7/5/2022,170.1
7/6/2022,175.2
7/7/2022,178.4
7/8/2022,179.9
7/11/2022,178
7/12/2022,181.1
7/13/2022,177.7
7/14/2022,177.1
7/15/2022,173.4
7/18/2022,176.1
7/19/2022,177
7/20/2022,176.1
7/21/2022,182
7/22/2022,183.1
7/25/2022,182.5
7/26/2022,179.2
7/27/2022,179.6
7/28/2022,182.3
7/29/2022,188.8
8/1/2022,186.5
8/2/2022,182.7
8/3/2022,184.8
8/4/2022,184.9
8/5/2022,181.5
8/8/2022,185.7
8/9/2022,180.5
8/10/2022,184.5
8/11/2022,183.6
8/12/2022,183.5
8/15/2022,185.2
8/16/2022,186.7
8/17/2022,184.4
8/18/2022,186.4
8/19/2022,183.3
8/22/2022,180.3
8/23/2022,176.7
8/24/2022,177.1
8/25/2022,179.1
8/26/2022,174.2
8/29/2022,173.5
8/30/2022,173.4
8/31/2022,168.7
9/1/2022,165.9
9/2/2022,171.2
9/5/2022,170.2
9/6/2022,169.9
9/7/2022,168.8
9/8/2022,170.7
9/9/2022,173.3
9/12/2022,176.6
9/13/2022,173.3
9/14/2022,171.2
9/15/2022,172.5
9/16/2022,169.8
9/19/2022,169.4
9/20/2022,165.1
9/21/2022,166.9
9/22/2022,162
9/23/2022,160.6
9/26/2022,159.5
9/27/2022,161.1
9/28/2022,164
9/29/2022,159
9/30/2022,163.6
10/3/2022,165.6
10/4/2022,170.9
10/5/2022,169
10/6/2022,169.5
10/7/2022,163.7
10/10/2022,161
10/11/2022,161.4
10/12/2022,161.1
10/13/2022,164.2
10/14/2022,164.2
10/17/2022,169.8
10/18/2022,173.9
10/19/2022,171.2
10/20/2022,171.1
10/21/2022,171.1
10/24/2022,176
10/25/2022,181.2
10/26/2022,181
10/27/2022,180.1
10/28/2022,181.6
10/31/2022,180.4
11/1/2022,180.2
11/2/2022,179.6
11/3/2022,178.2
11/4/2022,180.8
11/7/2022,180.9
11/8/2022,184.3
11/9/2022,184.2
11/10/2022,193.5
11/11/2022,193.2
11/14/2022,192.1
11/15/2022,191.8
11/16/2022,189.3
11/17/2022,189.5
11/18/2022,191.5
11/21/2022,190.7
11/22/2022,192.1
11/23/2022,193.1
11/24/2022,193.6
11/25/2022,195.2
11/28/2022,193.3
11/29/2022,191.4
11/30/2022,193
12/1/2022,193.9
12/2/2022,193.2
12/5/2022,195.3
12/6/2022,192.6
12/7/2022,191.3
12/8/2022,190.4
12/9/2022,193.9
12/12/2022,194
12/13/2022,197.2
12/14/2022,198.1
12/15/2022,192.8
12/16/2022,189.2
12/19/2022,188.9
12/20/2022,187.9
12/21/2022,190.8
12/22/2022,188.3
12/23/2022,189.4
12/27/2022,190.9
12/28/2022,189.8
12/29/2022,191.9
12/30/2022,188.6
1/2/2023,190.5
1/3/2023,192.4
1/4/2023,194.9
1/5/2023,194.1
1/9/2023,198.9
1/10/2023,197.4
1/11/2023,204.4
1/12/2023,206.9
1/13/2023,206.1
1/16/2023,207.3
1/17/2023,205.6
1/18/2023,204.6
1/19/2023,200.9
1/20/2023,202.4
1/23/2023,206.1
1/24/2023,204.3
1/25/2023,202.8
1/26/2023,204.1
1/27/2023,204
1/30/2023,202.9
1/31/2023,202.4
2/1/2023,202.1
2/2/2023,211.1
2/3/2023,210.2
2/6/2023,206.3
2/7/2023,205
2/8/2023,205.1
2/9/2023,204.6
2/10/2023,202.4
2/13/2023,204.6
2/14/2023,203.9
2/15/2023,205.2
2/16/2023,205
2/17/2023,203.7
2/20/2023,202.9
2/21/2023,200.8
2/22/2023,200.4
2/23/2023,201.8
2/24/2023,200.3
2/27/2023,203
2/28/2023,202.6
3/1/2023,201.3
3/2/2023,202.3
3/3/2023,205.6
3/6/2023,206.5
3/7/2023,204.2
3/8/2023,203.7
3/9/2023,204.6
3/10/2023,200.4
3/13/2023,197.2
3/14/2023,201.3
3/15/2023,193.4
3/16/2023,197.4
3/17/2023,191.3
3/20/2023,194.6
3/21/2023,198.8
3/22/2023,198.7
3/23/2023,197.9
3/24/2023,196.5
3/27/2023,200
3/28/2023,198.7
3/29/2023,201.4
3/30/2023,204.6
3/31/2023,206.1
4/3/2023,206
4/4/2023,208.1
4/5/2023,208
4/6/2023,209.6
4/11/2023,211.4
4/12/2023,210.6
4/13/2023,210.9
4/14/2023,211.6
4/17/2023,209.1
4/18/2023,210.2
4/19/2023,209.4
4/20/2023,208.9
4/21/2023,209.9
4/24/2023,216.5
4/25/2023,218.8
4/26/2023,218.6
4/27/2023,220.1
4/28/2023,219.8
5/2/2023,218.9
5/3/2023,219.9
5/4/2023,217.1
5/5/2023,217.9
5/8/2023,218.6
5/9/2023,215.6
5/10/2023,215.3
5/11/2023,216.1
5/12/2023,215.1
5/15/2023,215.7
5/16/2023,215.1
5/17/2023,213.7
5/19/2023,219.2
5/22/2023,218.9
5/23/2023,218.1
5/24/2023,214.7
